doc_id,title,abstract,clean_abstract,year,doi,source,authors,keywords,journal,language,top_terms_no_stopwords
67017c9d1e66,UCLACritical Planning,"Social life in Mexico’s state of Michoacán is consumed by a crisis of violence. Highlighting critical planning, this paper presents a grounded, local history of the municipality of Tancítaro, Michoacán, which has the highest concentration of avocado production globally. It analyzes violence in Tancítaro in light of the production of space, uneven development, and the spatial politics of land. This quantitative and archival research, coupled with theoretical explanations of violence, suggests that considerations of crisis and planning require situated analyses with ethnographic","Social life in Mexico’s state of Michoacán is consumed by a crisis of violence. Highlighting critical planning, this paper presents a grounded, local history of the municipality of Tancítaro, Michoacán, which has the highest concentration of avocado production globally. It analyzes violence in Tancítaro in light of the production of space, uneven development, and the spatial politics of land. This quantitative and archival research, coupled with theoretical explanations of violence, suggests that considerations of crisis and planning require situated analyses with ethnographic",2022,10.5070/CP825051413,rclone_drive,"Critical Planning Planning, Violence, and Crisis in Sociohistorical Perspective: Crime,",,Publication Date,en,violence; violencia; tancítaro; michoacán; crisis; planning; local; planificación; production; producción; state; avocado
5aec181c0821,ORIGINAL RESEARCHpublished: 04 December 2017doi: 10.3389/fmicb.2017.02400,"ORIGINAL RESEARCH published: 04 December 2017 doi: 10.3389/fmicb.2017.02400 Frontiers in Microbiology | www.frontiersin.org 1 December 2017 | Volume 8 | Article 2400 Edited by: Jesse G. Dillon, California State University, Long Beach, United States Reviewed by: Donato Giovannelli, Earth-Life Science Institute, Japan Ida Helene Steen, University of Bergen, Norway *Correspondence: Petra Pop Ristova pristova@marum.de Specialty section: This article was submitted to Extreme Microbiology, a section of the journal Frontiers in Microbiology Received: 04 June 2017 Accepted: 20 November 2017 Published: 04 December 2017 Citation: Pop Ristova P, Pichler T, Friedrich MW and Bühring SI (2017) Bacterial Diversity and Biogeochemistry of Two Marine Shallow-Water Hydrothermal Systems off Dominica (Lesser Antilles).","ORIGINAL RESEARCH published: 04 December 2017 doi: 10.3389/fmicb.2017.02400 Frontiers in Microbiology | www.frontiersin.org 1 December 2017 | Volume 8 | Article 2400 Edited by: Jesse G. Dillon, California State University, Long Beach, United States Reviewed by: Donato Giovannelli, Earth-Life Science Institute, Japan Ida Helene Steen, University of Bergen, Norway *Correspondence: Petra Pop Ristova pristova@marum.de Specialty section: This article was submitted to Extreme Microbiology, a section of the journal Frontiers in Microbiology Received: 04 June 2017 Accepted: 20 November 2017 Published: 04 December 2017 Citation: Pop Ristova P, Pichler T, Friedrich MW and Bühring SI (2017) Bacterial Diversity and Biogeochemistry of Two Marine Shallow-Water Hydrothermal Systems off Dominica (Lesser Antilles).",2017,10.3389/fmicb.2017.02400,rclone_drive,Petra Pop Ristova,shallow-water; hydrothermal systems; bacterial diversity; geochemistry; Dominica,"Shallow-water hydrothermal systems represent extreme environments with unique biogeochemistry and high biological productivity, at which autotrophic microorganisms use both light and chemical energy for the production of biomass.",en,hydrothermal; water; shallow; systems; sites; diversity; microbial; bacterial; dominica; sediments; communities; figure
9e09d3e7d230,"Atmos. Chem. Phys., 18, 8389–8408, 2018https://doi.org/10.5194/acp-18-8389-2018© Author(s) 2018. This work is distributed underthe Creative Commons Attribution 4.0 License.",". We have used satellite observations and a simula- tion from the TOMCAT chemistry transport model (CTM) to investigate the inﬂuence of the well-known wintertime North Atlantic Oscillation (NAO) on European tropospheric com- position. Under the positive phase of the NAO (NAO-high), strong westerlies tend to enhance transport of European pol- lution (e.g. nitrogen oxides, NOx; carbon monoxide, CO) away from anthropogenic source regions. In contrast, during the negative phase of the NAO (NAO-low), more stable me- teorological conditions lead to a build-up of pollutants over these regions relative to the wintertime average pollution lev- els. However, the secondary pollutant ozone shows the oppo- site signal of larger values during NAO-high. NAO-high in- troduces Atlantic ozone-enriched air into Europe, while un- der NAO-low westerly transport of ozone is reduced, yield- ing lower values over Europe. Furthermore, ozone concen- trations are also decreased by chemical loss through the re- action with accumulated primary pollutants such as nitric ox- ide (NO) in NAO-low. Peroxyacetyl nitrate (PAN) in the up- per troposphere–lower stratosphere (UTLS) peaks over Ice- land and southern Greenland in NAO-low, between 200 and 100 hPa, consistent with the trapping by an anticyclone at this altitude. Model simulations show that enhanced PAN over Iceland and southern Greenland in NAO-low is asso- ciated with vertical transport of polluted air from the mid- troposphere into the UTLS. Overall, this work shows that NAO circulation patterns are an important governing factor for European wintertime composition and air pollution.",". We have used satellite observations and a simula- tion from the TOMCAT chemistry transport model (CTM) to investigate the inﬂuence of the well-known wintertime North Atlantic Oscillation (NAO) on European tropospheric com- position. Under the positive phase of the NAO (NAO-high), strong westerlies tend to enhance transport of European pol- lution (e.g. nitrogen oxides, NOx; carbon monoxide, CO) away from anthropogenic source regions. In contrast, during the negative phase of the NAO (NAO-low), more stable me- teorological conditions lead to a build-up of pollutants over these regions relative to the wintertime average pollution lev- els. However, the secondary pollutant ozone shows the oppo- site signal of larger values during NAO-high. NAO-high in- troduces Atlantic ozone-enriched air into Europe, while un- der NAO-low westerly transport of ozone is reduced, yield- ing lower values over Europe. Furthermore, ozone concen- trations are also decreased by chemical loss through the re- action with accumulated primary pollutants such as nitric ox- ide (NO) in NAO-low. Peroxyacetyl nitrate (PAN) in the up- per troposphere–lower stratosphere (UTLS) peaks over Ice- land and southern Greenland in NAO-low, between 200 and 100 hPa, consistent with the trapping by an anticyclone at this altitude. Model simulations show that enhanced PAN over Iceland and southern Greenland in NAO-low is asso- ciated with vertical transport of polluted air from the mid- troposphere into the UTLS. Overall, this work shows that NAO circulation patterns are an important governing factor for European wintertime composition and air pollution.",2018,10.5194/acp-18-8389-2018,rclone_drive,© Author(s) 2018. This work is distributed under the Creative Commons Attribution 4.0 License.,,lationships for the,en,ozone; atlantic; north; tropospheric; high; wintertime; atmos; anomalies; phase; signi; chem; positive
317bbb467868,ІSSN 2617-1929 (print) · Studies in History and Philosophy of Science and Technology · Vol 32 (1) · 2023,". The article presents the main transformational processes of scientific understanding of the role and interaction of «artificial» and «natural» intellect. The aim of the work is to analyze and summarize the most promising results of modern scientific research in the context of supporting the priority of solving «intellectual» problems by «natural intellect» and the role of «artificial intellect». Attention is drawn to the specifics of the artificial intellect functioning, which is significantly limited by the fundamental incompleteness of semantic information and the absence of axiological information. The article is based on the data of scientific developments in the field of natural and historical sciences. The natural intellect is presented as a social phenomenon that arose from the interaction of individual cerebral structures, the optimal characteristics of which were formed as a result of previous evolution, and therefore these characteristics allow to understand and make any dominant decisions. The material summarized in the article allowed to formulate some conclusions. In particular, that an artificial non-biological structure cannot be «smarter» than a person – regardless of how quickly and according to what programmes it processes the information, since it does not have its own goals. But the artificial intellect is a powerful tool for society in its interaction with the outside world. A tool – but in no case an agent that determines its goals and objectives. The artificial intellect as an auxiliary means is and will be created in future by people to achieve the same goal that «natural» intellect serves – better possible satisfaction of the needs of society as a whole and the individual in particular.",". The article presents the main transformational processes of scientific understanding of the role and interaction of «artificial» and «natural» intellect. The aim of the work is to analyze and summarize the most promising results of modern scientific research in the context of supporting the priority of solving «intellectual» problems by «natural intellect» and the role of «artificial intellect». Attention is drawn to the specifics of the artificial intellect functioning, which is significantly limited by the fundamental incompleteness of semantic information and the absence of axiological information. The article is based on the data of scientific developments in the field of natural and historical sciences. The natural intellect is presented as a social phenomenon that arose from the interaction of individual cerebral structures, the optimal characteristics of which were formed as a result of previous evolution, and therefore these characteristics allow to understand and make any dominant decisions. The material summarized in the article allowed to formulate some conclusions. In particular, that an artificial non-biological structure cannot be «smarter» than a person – regardless of how quickly and according to what programmes it processes the information, since it does not have its own goals. But the artificial intellect is a powerful tool for society in its interaction with the outside world. A tool – but in no case an agent that determines its goals and objectives. The artificial intellect as an auxiliary means is and will be created in future by people to achieve the same goal that «natural» intellect serves – better possible satisfaction of the needs of society as a whole and the individual in particular.",1929,10.15421/272301,rclone_drive,PHILOSOPHICAL SCIENCES ФІЛОСОФСЬКІ НАУКИ,natural intellect; artificial systems; human brain; social consciousness; information,definition given back in,en,information; system; intellect; artificial; human; individual; society; brain; environment; natural; development; certain
4c50eb69bddb,"Biogeosciences, 21, 1583–1599, 2024https://doi.org/10.5194/bg-21-1583-2024© Author(s) 2024. This work is distributed underthe Creative Commons Attribution 4.0 License.",". The coastal temperate rainforests (CTRs) of Chilean Patagonia are a valuable forest biome on Earth given their prominent role in biogeochemical cycling and the eco- logical value and dynamics of surface processes. The Patag- onian CTRs are amongst the most carbon-rich biomes on Earth. Together with frequent landscape disturbances, these forests potentially allow for episodic and massive release or sequestration of carbon into and from the atmosphere. We argue that, despite their particular biogeographic, geochem- ical, and ecological roles, the Patagonian CTRs in particu- lar and the global CTRs in general are not adequately rep- resented in the current catalog listing critical zone observa- tories (CZOs). Here, we present the Pumalín CZO as the ﬁrst of its kind, located in Pumalín National Park in north- ern Chilean Patagonia. We consider our CZO a representa- tive end-member of undisturbed ecosystem functioning of the Patagonian CTRs. We have identiﬁed four core research themes for the Pumalín CZO around which our activities circle in an integrative, quantitative, and generic approach using a range of emerging techniques. Our methodological blend includes an environmental seismology that also ﬁlls a critical spatiotemporal scale in terms of monitoring crit- ical zone and surface processes with a minimum interven- tion in those pristine forests. We aim to gain quantitative understanding of these topics: (1) carbon sink functioning; (2) biota-driven landscape evolution; (3) water, biogeolog- ical, and energy ﬂuxes; and (4) disturbance regime under- standing. Our ﬁndings highlight the multitude of active func- tions that trees in particular and forests in general may have on the entire cascade of surface processes and the concomi- tant carbon cycling. This highlights the importance of an in- tegrated approach, i.e., “one physical system”, as proposed by Richter and Billings (2015), and accounts for the recent advances in pushing nature conservation along the Chilean coast.",". The coastal temperate rainforests (CTRs) of Chilean Patagonia are a valuable forest biome on Earth given their prominent role in biogeochemical cycling and the eco- logical value and dynamics of surface processes. The Patag- onian CTRs are amongst the most carbon-rich biomes on Earth. Together with frequent landscape disturbances, these forests potentially allow for episodic and massive release or sequestration of carbon into and from the atmosphere. We argue that, despite their particular biogeographic, geochem- ical, and ecological roles, the Patagonian CTRs in particu- lar and the global CTRs in general are not adequately rep- resented in the current catalog listing critical zone observa- tories (CZOs). Here, we present the Pumalín CZO as the ﬁrst of its kind, located in Pumalín National Park in north- ern Chilean Patagonia. We consider our CZO a representa- tive end-member of undisturbed ecosystem functioning of the Patagonian CTRs. We have identiﬁed four core research themes for the Pumalín CZO around which our activities circle in an integrative, quantitative, and generic approach using a range of emerging techniques. Our methodological blend includes an environmental seismology that also ﬁlls a critical spatiotemporal scale in terms of monitoring crit- ical zone and surface processes with a minimum interven- tion in those pristine forests. We aim to gain quantitative understanding of these topics: (1) carbon sink functioning; (2) biota-driven landscape evolution; (3) water, biogeolog- ical, and energy ﬂuxes; and (4) disturbance regime under- standing. Our ﬁndings highlight the multitude of active func- tions that trees in particular and forests in general may have on the entire cascade of surface processes and the concomi- tant carbon cycling. This highlights the importance of an in- tegrated approach, i.e., “one physical system”, as proposed by Richter and Billings (2015), and accounts for the recent advances in pushing nature conservation along the Chilean coast.",2024,10.5194/bg-21-1583-2024,rclone_drive,© Author(s) 2024. This work is distributed under the Creative Commons Attribution 4.0 License.,,,en,carbon; tree; wind; pumalín; patagonian; forest; earth; mohr; landscape; energy; biomass; forests
b874082840b9,Particle fluxes in the ocean: comparison of sediment trap datawith results from inverse modeling,"Biological production lowers the CO2 concentrations in the surface layer of the ocean, and sinking detritus ‘‘pumps’’ nutrients and CO2 into the deep ocean. Quantifying the efficiency of the biological pump is a prerequisite for global CO2 budgets. Sediment traps are commonly used to directly measure the vertical particle flux; however, for logistical and financial reasons, traps cannot provide area-wide data sets. Moreover, it has been shown that sediment traps can under- or overestimate particle fluxes considerably. In this paper, we present a new technique to estimate the downward flux of particulate matter with an adjoint model. Hydrographic and nutrient data are used to calculate the mean ocean circulation together with parameters for particle fluxes using the AWI Adjoint Model for Oceanic Carbon Cycling (AAMOCC). The model is fitted to the property concentrations by systematically varying circulation, air–sea fluxes, export production and remineralization rates of particulate biogenic matter simultaneously. The deviations of model fluxes based on nutrient budgets from direct measurements with sediment traps yield an independent estimate of apparent trapping efficiencies. While consistent with hydrographic and nutrient data, model particle fluxes rarely agree with sediment trap data: (1) At shallow water depth ( V 1000 m), sediment trap fluxes are at the average 50% lower than model fluxes, which confirms flux calibrations using radionuclides; (2) in the very deep traps, model fluxes tend to be lower compared to data, which might be explained by lateral inputs into the traps. According to these model results, particle fluxes from the euphotic zone (EP) into mid water depth are considerably higher and the shallow loop of nutrient is more vigorous than would be derived from sediment trap data. Our results imply that fluxes as collected with sediment traps are inconsistent with model derived long-term mean particle fluxes based on nutrient budgets in the water column. In agreement with recent radionuclide studies, we conclude that reliable export flux estimates can only be obtained from sediment trap data if appropriate corrections are applied. D 2003 Elsevier Science B.V. All rights reserved.","Biological production lowers the CO2 concentrations in the surface layer of the ocean, and sinking detritus ‘‘pumps’’ nutrients and CO2 into the deep ocean. Quantifying the efficiency of the biological pump is a prerequisite for global CO2 budgets. Sediment traps are commonly used to directly measure the vertical particle flux; however, for logistical and financial reasons, traps cannot provide area-wide data sets. Moreover, it has been shown that sediment traps can under- or overestimate particle fluxes considerably. In this paper, we present a new technique to estimate the downward flux of particulate matter with an adjoint model. Hydrographic and nutrient data are used to calculate the mean ocean circulation together with parameters for particle fluxes using the AWI Adjoint Model for Oceanic Carbon Cycling (AAMOCC). The model is fitted to the property concentrations by systematically varying circulation, air–sea fluxes, export production and remineralization rates of particulate biogenic matter simultaneously. The deviations of model fluxes based on nutrient budgets from direct measurements with sediment traps yield an independent estimate of apparent trapping efficiencies. While consistent with hydrographic and nutrient data, model particle fluxes rarely agree with sediment trap data: (1) At shallow water depth ( V 1000 m), sediment trap fluxes are at the average 50% lower than model fluxes, which confirms flux calibrations using radionuclides; (2) in the very deep traps, model fluxes tend to be lower compared to data, which might be explained by lateral inputs into the traps. According to these model results, particle fluxes from the euphotic zone (EP) into mid water depth are considerably higher and the shallow loop of nutrient is more vigorous than would be derived from sediment trap data. Our results imply that fluxes as collected with sediment traps are inconsistent with model derived long-term mean particle fluxes based on nutrient budgets in the water column. In agreement with recent radionuclide studies, we conclude that reliable export flux estimates can only be obtained from sediment trap data if appropriate corrections are applied. D 2003 Elsevier Science B.V. All rights reserved.",2002,10.1016/S0924-7963(03)00029-0,rclone_drive,"with results from inverse modeling R. Usbecka,*, R. Schlitzera, G. Fischerb, G. Weferb",Inverse modeling; Biogeochemical cycle; Nutrient cycle; Sediment trap; Particulate flux,doi:10.1016/S0924-7963(03)00029-0,en,fluxes; model; sediment; trap; particle; data; traps; flux; ocean; experiment; deep; opal
78ec2d35c47b,Conceptualising Global Strategic Sustainability and Corporate Transformational,"Purpose – The purpose of this paper is to present the concept of global „strategic sustainability‟, represented by a conceptual framework, the „Spheres of Strategic Sustainability‟. The paper examines routes, solutions, and a vision for corporate strategic sustainability in the macro context of the global physical environment and the planet. This builds on previous research identifying key drivers and strategies for corporate sustainability. Design/methodology/approach – The paper is conceptual in nature and underpinned by Gaia theory, ecosystems theory and the laws of thermodynamics. These three offer specific foci for sustainability research including holism, integration and synthesis: without which, sustainability research would be difficult to achieve. Findings – The paper identifies two major domains – „corporate‟ and „consumer‟ strategic sustainability. It examines the corporate domain in which routes are identified through responses to existing globalisation, corporate strategy and corporate culture. Research limitations/implications – The paper provides insight and preliminary conceptual development towards a full theoretical model of corporate and consumer strategic sustainability. The framework will guide future conceptual and empirical investigations and broaden and deepen our understanding of how firm‟s can construct strategic business models that incorporate sustainability. Originality/value – The paper offers a conceptual framework that develops the concept of „corporate strategic sustainability‟ and provides positive, practical solutions to incorporating sustainability into business models. It also challenges the current dominant socio-economic paradigm and sets the scene for a more positive eco-paradigm that serves the present and future needs of the planet, environment, businesses and human society. Key words: Globalisation, Corporate strategy, Organisational change Article Type: Conceptual Paper","Purpose – The purpose of this paper is to present the concept of global „strategic sustainability‟, represented by a conceptual framework, the „Spheres of Strategic Sustainability‟. The paper examines routes, solutions, and a vision for corporate strategic sustainability in the macro context of the global physical environment and the planet. This builds on previous research identifying key drivers and strategies for corporate sustainability. Design/methodology/approach – The paper is conceptual in nature and underpinned by Gaia theory, ecosystems theory and the laws of thermodynamics. These three offer specific foci for sustainability research including holism, integration and synthesis: without which, sustainability research would be difficult to achieve. Findings – The paper identifies two major domains – „corporate‟ and „consumer‟ strategic sustainability. It examines the corporate domain in which routes are identified through responses to existing globalisation, corporate strategy and corporate culture. Research limitations/implications – The paper provides insight and preliminary conceptual development towards a full theoretical model of corporate and consumer strategic sustainability. The framework will guide future conceptual and empirical investigations and broaden and deepen our understanding of how firm‟s can construct strategic business models that incorporate sustainability. Originality/value – The paper offers a conceptual framework that develops the concept of „corporate strategic sustainability‟ and provides positive, practical solutions to incorporating sustainability into business models. It also challenges the current dominant socio-economic paradigm and sets the scene for a more positive eco-paradigm that serves the present and future needs of the planet, environment, businesses and human society. Key words: Globalisation, Corporate strategy, Organisational change Article Type: Conceptual Paper",,,rclone_drive,Helen M. Borland,Globalisation; Corporate strategy; Organisational change,Conceptualising Corporate Strategic Sustainability: Routes to Sustainable Transformational Change,en,sustainability; strategic; corporate; paradigm; stead; hart; life; environment; also; human; research; sustainable
b73980c76f0c,Lifetime success and interactions of farm salmoninvading a native population,"Lifetime success and interactions of farm salmon invading a native population Ian A. MjÖlnerÖd1{, Bror Jonsson2, Torveig Balstad1 and Anders Lamberg1 1Norwegian Institute for Nature Research,Tungasletta 2, N-7485 Trondheim, Norway 2Norwegian Institute for Nature Research, Dronningensgate 13, POBox 736, Sentrum, N- 0105 Oslo, Norway Farm Atlantic salmon escape and invade rivers throughout the North Atlantic annually, which has gener- ated growing concern about their impacts on native salmon populations.","Lifetime success and interactions of farm salmon invading a native population Ian A. MjÖlnerÖd1{, Bror Jonsson2, Torveig Balstad1 and Anders Lamberg1 1Norwegian Institute for Nature Research,Tungasletta 2, N-7485 Trondheim, Norway 2Norwegian Institute for Nature Research, Dronningensgate 13, POBox 736, Sentrum, N- 0105 Oslo, Norway Farm Atlantic salmon escape and invade rivers throughout the North Atlantic annually, which has gener- ated growing concern about their impacts on native salmon populations.",1999,10.1098/rspb.2000.1173,rclone_drive,"invading a native population Ian A. Fleming1*, Kjetil Hindar1, Ingrid B. MjÖlnerÖd1{, Bror Jonsson2,",biological invasion; gene £ow; lifetime reproductive success; hybridization; aquaculture,Lifetime success and interactions of farm salmon invading a native population,en,farm; salmon; native; atlantic; females; spring; river; fleming; shes; success; genetic; jonsson
ce6004d94706,Zurich Open Repository andArchiveUniversity of ZurichUniversity LibraryStrickhofstrasse 39CH-8057 Zurichwww.zora.uzh.ch,"Climate change is often seen as a remote, complex or ‘unobtrusive’ topic by the general public – a topic about which many people acquire information mainly from media reporting. However, media landscapes are changing rapidly, particularly with the growth of the internet and social media. A number of new media organisations are challenging traditional media and have gained significant audiences for their environment content. We analyse the coverage by three of these - Huffington Post, Vice and BuzzFeed - of the COP21 summit in Paris at the end of 2015, and compare it with that of traditional media. We show that while the general spectrum of themes is similar across media outlets, there are differences in the volume of the coverage and in the emphasis that is laid on different themes by some, but not all, of the new players compared to traditional media. Key words: climate change; digital media; Paris summit; content analysis Word count: 7116","Climate change is often seen as a remote, complex or ‘unobtrusive’ topic by the general public – a topic about which many people acquire information mainly from media reporting. However, media landscapes are changing rapidly, particularly with the growth of the internet and social media. A number of new media organisations are challenging traditional media and have gained significant audiences for their environment content. We analyse the coverage by three of these - Huffington Post, Vice and BuzzFeed - of the COP21 summit in Paris at the end of 2015, and compare it with that of traditional media. We show that while the general spectrum of themes is similar across media outlets, there are differences in the volume of the coverage and in the emphasis that is laid on different themes by some, but not all, of the new players compared to traditional media. Key words: climate change; digital media; Paris summit; content analysis Word count: 7116",2018,10.1016/j.gloenvcha.2017.11.003,rclone_drive,Archive Strickhofstrasse 39,climate change; digital media; Paris summit; content analysis,summit in Paris at the end of,en,media; climate; change; legacy; coverage; huffington; post; vice; news; buzzfeed; digital; themes
4168a8d13ad9,"IJASOS- International E-Journal of Advances in Social Sciences, Vol. IV, Issue 12, December 2018","In the context of dynamic changes in the sociocultural space associated with the formation of the new information and communication environment and digital economy, project management becomes an effective tool for overcoming of many current problems. First of all, those that do not allow the effective use of the entire volume of the resource base, but also allow to increase human capital, reduce the risks of dehumanization of society under the pressure of processes of technology, “game addiction”, ""macdonaldization"", virtualization. The purpose of the article is to disclose the basic principles of project management of the socio-cultural sphere as a mechanism of strategic management that provided opportunities for managing and implementing projects on the basis of dialogue thinking and communicative paradigm. From the position of pragmatism of the modern era, project management is aimed at improving the quality of performance that increases the relevance of addressing the topic. The attitude of public structures to project management is manifested in the development of a number of priority National Projects (education, culture, demography, etc.) and encouraging the creation of new type project offices at all levels of government in the Russian Federation. According to the author, the concept of project management is based on the philosophy of scientific and technological, and intellectual breakthrough of the country in the world arena, intensive development of the education sphere, stimulation of modernization and spatial development of the socio-cultural environment preserving its traditions and cultural values. Basing on the works of foreign and domestic philosophers, the author of the article defines a number of problems requiring scientific understanding. In the context of the National Project ""Culture” preserving value and semantic foundations laid down by the ""Fundamentals of the State Cultural Policy in the Russian Federation"" and the State Cultural Policy Strategy until 2030, such issues are: strengthening collective identity and social solidarity, creating conditions for creative self-development of the individual possessing modern general cultural competencies and qualities of the leader. The modern system of project management meets the principles of strategic planning, aimed at reducing risks and challenges, justifying humanistic core ideals, aligning innovations with the trends of harmonization of the external and internal environment, formation of ""growth points"" and networked decentralized development. Particular attention is paid to the philosophical comprehension of the value and semantic foundations laid down in the National Project ""Culture"", where the improvement and modernization of the processes of socio- cultural activities are to ensure systemic, multifaceted, large-scale, replicable, social effectiveness of local projects. Communicative principles of interdepartmental and inter-sectoral interaction, cooperation with institutions of civil society significantly changes the quality of cultural environment and the artistic life of society in the Russian regions, coordinating it with the level of national and world culture. IJASOS- International E-Journal of Advances in Social Sciences, Vol. IV, Issue 12, December 2018 http://ijasos.ocerintjournals.org 561","In the context of dynamic changes in the sociocultural space associated with the formation of the new information and communication environment and digital economy, project management becomes an effective tool for overcoming of many current problems. First of all, those that do not allow the effective use of the entire volume of the resource base, but also allow to increase human capital, reduce the risks of dehumanization of society under the pressure of processes of technology, “game addiction”, ""macdonaldization"", virtualization. The purpose of the article is to disclose the basic principles of project management of the socio-cultural sphere as a mechanism of strategic management that provided opportunities for managing and implementing projects on the basis of dialogue thinking and communicative paradigm. From the position of pragmatism of the modern era, project management is aimed at improving the quality of performance that increases the relevance of addressing the topic. The attitude of public structures to project management is manifested in the development of a number of priority National Projects (education, culture, demography, etc.) and encouraging the creation of new type project offices at all levels of government in the Russian Federation. According to the author, the concept of project management is based on the philosophy of scientific and technological, and intellectual breakthrough of the country in the world arena, intensive development of the education sphere, stimulation of modernization and spatial development of the socio-cultural environment preserving its traditions and cultural values. Basing on the works of foreign and domestic philosophers, the author of the article defines a number of problems requiring scientific understanding. In the context of the National Project ""Culture” preserving value and semantic foundations laid down by the ""Fundamentals of the State Cultural Policy in the Russian Federation"" and the State Cultural Policy Strategy until 2030, such issues are: strengthening collective identity and social solidarity, creating conditions for creative self-development of the individual possessing modern general cultural competencies and qualities of the leader. The modern system of project management meets the principles of strategic planning, aimed at reducing risks and challenges, justifying humanistic core ideals, aligning innovations with the trends of harmonization of the external and internal environment, formation of ""growth points"" and networked decentralized development. Particular attention is paid to the philosophical comprehension of the value and semantic foundations laid down in the National Project ""Culture"", where the improvement and modernization of the processes of socio- cultural activities are to ensure systemic, multifaceted, large-scale, replicable, social effectiveness of local projects. Communicative principles of interdepartmental and inter-sectoral interaction, cooperation with institutions of civil society significantly changes the quality of cultural environment and the artistic life of society in the Russian regions, coordinating it with the level of national and world culture. IJASOS- International E-Journal of Advances in Social Sciences, Vol. IV, Issue 12, December 2018 http://ijasos.ocerintjournals.org 561",2018,,rclone_drive,tattochka1977 tattochka1977,project management; sociocultural sphere; dialogue thinking; communicative paradigm,of the entire,en,cultural; development; culture; socio; management; policy; project; russian; social; human; sustainable; capital
3dee0ec2691b,(page number not for citation purposes),"BioMed Central Page 1 of 11 (page number not for citation purposes) BMC Genomics Open Access Research article Global transcriptional profiling of the toxic dinoflagellate Alexandrium fundyense using Massively Parallel Signature Sequencing Deana L Erdner*1 and Donald M Anderson2 Address: 1Marine Science Institute, University of Texas at Austin, Port Aransas, Texas 78373, USA and 2Biology Department, Woods Hole Oceanographic Institution, Woods Hole MA 02543, USA Email: Deana L Erdner* - derdner@utmsi.utexas.edu; Donald M Anderson - danderson@whoi.edu * Corresponding author Abstract Background: Dinoflagellates are one of the most important classes of marine and freshwater algae, notable both for their functional diversity and ecological significance.","BioMed Central Page 1 of 11 (page number not for citation purposes) BMC Genomics Open Access Research article Global transcriptional profiling of the toxic dinoflagellate Alexandrium fundyense using Massively Parallel Signature Sequencing Deana L Erdner*1 and Donald M Anderson2 Address: 1Marine Science Institute, University of Texas at Austin, Port Aransas, Texas 78373, USA and 2Biology Department, Woods Hole Oceanographic Institution, Woods Hole MA 02543, USA Email: Deana L Erdner* - derdner@utmsi.utexas.edu; Donald M Anderson - danderson@whoi.edu * Corresponding author Abstract Background: Dinoflagellates are one of the most important classes of marine and freshwater algae, notable both for their functional diversity and ecological significance.",2006,10.1186/1471-2164-7-88,rclone_drive,Page 1 of 11 (page number not for citation purposes),,BMC Genomics,en,signatures; gene; expression; mpss; signature; dinoflagellate; genes; library; dinoflagellates; cell; number; analysis
95515928be91,"Proceedings of the 61st Annual Meeting of the Association for Computational LinguisticsVolume 1: Long Papers, pages 5469–5485July 9-14, 2023 ©2023 Association for Computational Linguistics","Pre-trained language models (LMs) are used for knowledge intensive tasks like question an- swering, but their knowledge gets continuously outdated as the world changes. Prior work has studied targeted updates to LMs, injecting indi- vidual facts and evaluating whether the model learns these facts while not changing predic- tions on other contexts. We take a step forward and study LMs’ abilities to make inferences based on injected facts (or propagate those facts): for example, after learning that some- thing is a TV show, does an LM predict that you can watch it? We study this with two cloze- style tasks: an existing dataset of real-world sentences about novel entities (ECBD) as well as a new controlled benchmark with manually designed templates requiring varying levels of inference about injected knowledge. Surpris- ingly, we find that existing","Pre-trained language models (LMs) are used for knowledge intensive tasks like question an- swering, but their knowledge gets continuously outdated as the world changes. Prior work has studied targeted updates to LMs, injecting indi- vidual facts and evaluating whether the model learns these facts while not changing predic- tions on other contexts. We take a step forward and study LMs’ abilities to make inferences based on injected facts (or propagate those facts): for example, after learning that some- thing is a TV show, does an LM predict that you can watch it? We study this with two cloze- style tasks: an existing dataset of real-world sentences about novel entities (ECBD) as well as a new controlled benchmark with manually designed templates requiring varying levels of inference about injected knowledge. Surpris- ingly, we find that existing",2023,,rclone_drive,"July 9-14, 2023 ©2023 Association for Computational Linguistics Can LMs Learn New Entities from Descriptions?",,was trained in,en,entity; ecbd; knowledge; model; definition; models; editing; inferences; sentences; rome; language; probe
