doc_id,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,inference_time_sec
11e601dd40d6,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study focuses on the assessment of offshore wind energy potential in Mexico using numerical simulations and climate models. It measures wind potential across different regions over a 40-year period, comparing current conditions with future projections under various ensemble strategies. The analysis involves CMIP6 climate models to project short- and long-term wind energy potentials. While it mentions climate change as the background context for assessing renewable energy potential, there is no explicit biophysical measurement or modeling of greenhouse gas emissions, warming impacts, or ecological responses that would activate other PBs.",6.858966827392578
ca6e200d678b,,,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research abstract focuses on the analysis of stratospheric water vapor measurements to infer inter-annual variations in the speed of the Brewer-Dobson circulation (BDC). The study uses Aura/MLS data from 2004 to 2011 and correlates H2O time series at different pressure levels and latitudes. It identifies clear interannual variability related to the Quasi-Biennial Oscillation (QBO) and quantifies transport rates of water vapor towards both hemispheres, indicating significant northward transport compared to southward.",7.077697277069092
3f68844ce318,None,N/A,None,None,"The abstract discusses data mining techniques for remote sensing datasets to discover and summarize knowledge from spatial patterns. It mentions geospatial feature variables, association analysis, and emerging patterns but does not provide any biophysical metrics or environmental analyses that would trigger a Planetary Boundary (PB). The focus is purely on the computational and methodological aspects of handling large volumes of remotely sensed data.",3.972601890563965
c21a0b99e259,PB1,High,None,"PB4, PB5, PB7, PB9","The abstract discusses the use of crop models to simulate yield responses under climate change scenarios, focusing on validation through extreme weather conditions. It mentions 'climate impacts' and uses a model (EPIC) to compare simulated yields with observed data during temperature and precipitation extremes. The analysis centers on evaluating the reliability of these simulations for future climate warming scenarios.",4.760878562927246
dbde52e667aa,None,N/A,None,None,"The abstract discusses variations in grain size fractions and ice-rafted detritus over geological time scales, indicating climate cooling events. However, it does not measure or model any of the specific biophysical metrics related to the Planetary Boundaries framework as defined by the UPV context.",3.376875162124634
01a70dbf979d,PB7,High,None,PB1,"The abstract focuses on the impact of climate change and dispersal processes on Emperor Penguin populations. It mentions 'climate-dependent-demographic model', 'dispersion characteristics', and 'habitat tracking'. The core analysis involves modeling population dynamics under different dispersal scenarios, which directly relates to species persistence and biodiversity integrity.",4.13501501083374
733ba5fc919b,PB2,High,PB4,PB1,"The abstract focuses on the relationship between pH and O2 in coastal waters, specifically in Huntington Bay. It measures summertime pH (8.4 - 8.6) and O2 (10 - 16 mg L-1) levels during photosynthesis. The study discusses potential export of high pH and O2 water into adjacent areas, mitigating hypoxia and acidification conditions. This research directly addresses ocean acidification and biogeochemical flows.",5.761579275131226
6d34726fa878,PB2,High,PB4,PB1,"The abstract measures the effects of increased CO2 on plankton community composition, primary production, respiration rates, and carbon export in a controlled mesocosm experiment. It explicitly mentions ocean acidification due to anthropogenic CO2 emissions, which directly relates to PB2 (Ocean Acidification). The study also touches upon biogeochemical fluxes involving nutrients but does not provide explicit analysis of nutrient loading or eutrophication that would qualify for PB4.",5.8037073612213135
82b2779f08ea,PB2,High,None,PB1,"The abstract focuses on the effects of CO2-driven ocean acidification and temperature rises on calcified macroalgae in a tropical reef mesocosm. It measures pH levels below those occurring naturally (-0.3, -0.6, -0.9) for acidification and temperatures above natural (+1, +2, +4°C) for warming. The study analyzes the photosynthetic performance of three species of macroalgae under these conditions. This research clearly aligns with PB2 (Ocean Acidification) due to explicit measurements of pH levels and their effects on marine organisms.",6.396992206573486
23aa02497362,PB2,High,PB4,None,"The abstract measures and models carbonate chemistry, nutrients, pH levels, aragonite saturation state (Ωarag), total alkalinity (TA), dissolved inorganic carbon (DIC), reef community metabolism, net community production, and net community calcification. These metrics are directly related to ocean acidification and nutrient loading, which align with PB2 and PB4 respectively.",4.957153797149658
caa0f4f9200b,PB7,High,None,"PB1, PB4, PB5, PB6, PB8, PB9","The study measures the annual adult survival rates of black-legged kittiwakes in relation to prey densities and climatic parameters across breeding and non-breeding areas. It uses capture-mark-recapture analysis over a 22-year period, tracking devices for spatiotemporal distribution, and identifies specific prey categories (sea butterflies and capelin) that explain variation in survival rates. The research focuses on the ecological impact of environmental conditions on bird populations, which aligns with PB7's core definition.",6.30289101600647
958e8ae09926,PB1,High,None,PB7,"The abstract mentions 'warming alters expressions of microbial functional genes important to ecosystem functioning.' This indicates a direct biophysical analysis related to climate change impacts on ecosystems. However, the focus is specifically on warming's effect on microbial gene expression rather than broader climate metrics or greenhouse gas emissions.",3.8690502643585205
d84d0ce7a4c8,PB2,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract measures the effects of hypercapnia and acidified sea water on the immune response of Mytilus edulis, focusing specifically on phagocytosis levels and other immuno-surveillance parameters. The study explicitly mentions seawater pH levels (7.7, 7.5, or 6.7) and discusses impacts on cellular signalling pathways related to calcium carbonate shell dissolution. This research directly addresses ocean acidification and its biological effects.",6.2846362590789795
ab2d096a1aaf,PB4,High,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","The research abstract focuses on microbial and biogeochemical responses to projected future nitrate enrichment in the California upwelling system. The key metrics mentioned are 'nitrate enrichment' and its effects on biogeochemistry, which directly relate to nutrient loading and disruption of nitrogen cycles. This aligns with PB4 (Biogeochemical Flows). No other Planetary Boundaries are explicitly addressed.",5.7681884765625
84915f5956b8,None,N/A,PB2,PB1,"The abstract focuses on the development and testing of a new potentiometric pH sensor with enhanced sensitivity for monitoring pH levels in various environments, including oceanic applications. The text mentions 'ocean acidification' as an environmental concern due to increased atmospheric CO2 leading to decreased seawater pH, impacting marine organisms. However, the primary focus is on the technical aspects and performance of the pH sensor rather than a direct analysis or measurement of biophysical metrics related to ocean acidification.",5.506891250610352
a31195146871,PB1,High,PB2,None,"The research measures oxygen consumption and nutrient regeneration rates during the decomposition of jellyfish under current and projected ocean conditions (temperature and pH). The abstract explicitly mentions climate change, warmer waters, and more acidic waters, which are directly related to PB1. It also discusses changes in ocean pH, which is relevant to PB2.",4.5348286628723145
0866b31f11c4,None,N/A,None,PB1,"The abstract discusses the use of weird fiction as a literary mode to address anxieties generated by the current ecological crisis, specifically mentioning climate crisis. However, it does not provide any biophysical metrics or environmental data analysis. The focus is on the literary and cultural aspects rather than scientific measurement or modeling.",3.509106397628784
9480a86811a3,PB7,High,None,"PB1, PB2, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the integration of traditional ecological knowledge (TEK) and fishery-independent species surveys to assess conservation needs in a Fijian village. It mentions marine protected areas, reef management systems, and fisheries expansion over decades. The study measures biodiversity through species surveys and evaluates community support for conservation programs. These activities align with PB7's core definition of human pressure on genetic, species, and ecosystem diversity.",5.899059772491455
66c76ad14a95,None,N/A,None,PB1,"The abstract discusses climate change research on major aquatic species, but it does not provide any specific biophysical metrics or methodologies related to measuring or modeling the actual environmental impacts. The focus is more on the context and implications of climate change rather than direct analysis of physical, chemical, biological, or ecological data.",3.6349000930786133
06cdb4126b53,None,N/A,None,PB2,"The abstract discusses the expansion of knowledge about deep microbial life and its ecosystems beneath the ocean floor, suggesting a unique co-evolution with Earth dynamics over billions of years. However, it does not provide any specific biophysical metrics or methodologies related to measuring or modeling these processes. The focus is on broad scientific exploration and understanding rather than detailed analysis or measurement.",3.965625762939453
a60e993db94a,PB2,High,None,PB1,"The study measures the effects of pH scenarios on fertilization success in sea urchins, specifically focusing on intracellular pH changes and fertilization envelope formation. The abstract explicitly mentions ocean acidification through CO2 partial pressures and their impact on fertilization success, which directly relates to PB2 (Ocean Acidification).",4.192465782165527
bdf5eac988ad,PB8,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB9","The abstract mentions 'plastic waste' and discusses polylactide (PLA) as a bioplastic alternative, focusing on end-of-life options and industrial feasibility. This aligns with the UPV context for PB8 (Novel Entities), which includes terms like 'wastewater micropollutants', 'pesticide residues', 'plastic waste', and 'microplastics monitoring'. The abstract does not provide any biophysical metrics or environmental data analysis beyond this context.",6.414236545562744
aac5539aa27b,PB4,High,None,"PB1, PB7, PB9","The research quantifies the relationship between soil pH and N2O emissions, focusing on denitrification processes in soils. The abstract mentions NO3 reduction, N2O production and reduction rates, and their relation to soil pH. It also includes field measurements of soil pH and N2O emissions. This study clearly measures biophysical metrics related to nutrient flows (N2O) and soil chemistry (pH), which aligns with PB4's core definition.",5.65415096282959
ed3a2e5f0c07,PB2,High,PB4,PB1,"The research measures the impact of elevated nutrients and seawater temperature on microbial community dynamics in marine sponges. The abstract mentions 'elevated nutrient levels' (10 mmol/L total nitrogen) and 'seawater temperature' at 31°C, indicating a focus on biogeochemical flows and ocean acidification. However, the primary analysis is centered around microbial communities under these conditions, aligning closely with PB2 due to explicit mention of seawater temperature and nutrient levels impacting marine organisms.",6.303303480148315
080e222eec5e,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The research abstract focuses on the design and deployment of UCATS, an instrument for measuring atmospheric trace gases such as CFCs, N2O, SF6, O3, H2O, CH4, CO, and H2. The primary biophysical metrics analyzed include various chlorofluorocarbons (CFCs), nitrous oxide (N2O), sulfur hexafluoride (SF6), ozone (O3), water vapor (H2O), methane (CH4), carbon monoxide (CO), and molecular hydrogen (H2). These measurements are directly related to the stratospheric ozone layer and its depletion due to ozone-depleting substances. The abstract mentions refrigerant substitution, which is relevant to PB3's UPV context.",8.526148796081543
074d00932720,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on the observation and simulation of polar stratospheric clouds (PSCs) and their impact on chlorine activation in the Arctic winter 2009/2010. The study measures temperature history, PSC composition transitions, and rapid chlorine activation thresholds. It uses satellite observations from CALIPSO and MLS to analyze HCl and ClO levels along air mass trajectories. Simulations with ATLAS chemistry and transport box model corroborate the measurements.",6.214343547821045
5b69b4b177c8,PB3,High,None,None,"The abstract describes high-resolution ozone measurements and the development of a regression model to provide gap-free ozone data. The focus is on stratospheric ozone, which directly relates to PB3 (Stratospheric Ozone Depletion). No other biophysical metrics are analyzed that would trigger any other Planetary Boundaries.",4.106972932815552
c8b475531d7e,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the analysis of total ozone asymmetry over Antarctica using TOMS data from 1979 to 2005. It discusses zonal anomalies, longitudinal displacement, and tropopause temperature distribution in relation to stratospheric thermal regimes and UV irradiance redistribution. The core terms 'total ozone', 'ozone hole', and 'stratospheric ozone' directly relate to the depletion of the ozone layer.",6.099163055419922
7d15d84ce20e,PB3,High,"PB1, PB9","PB2, PB4, PB5, PB6, PB7, PB8","The research measures the kinetics of photosynthetic recovery in zoospores of Arctic kelp species under different radiation spectra, including UV-A and UV-B. It investigates how these species cope with increased UV-B radiation due to stratospheric ozone depletion. The study focuses on physiological responses to light stress and photoinhibition, specifically mentioning impacts related to ultraviolet radiation (UVR) and its effects on photosynthetic recovery.",6.8036510944366455
fc1441e078b0,PB1,High,None,PB9,"The research abstract focuses on the retrieval and validation of atmospheric column-averaged dry air mole fractions (XCO and XCH4) using TROPOMI satellite data. It measures CO and CH4, which are key constituents affecting air quality and climate change respectively. The study provides detailed error characteristics for these measurements and demonstrates high correlation with ground-based Fourier transform spectrometer (FTS) measurements. This research primarily deals with the measurement of greenhouse gases and their impact on atmospheric pollution.",5.6013734340667725
50137c06d495,PB2,High,None,PB1,"The abstract discusses simulations and modeling of ozone depletion events (ODEs) in the polar marine boundary layer, focusing on bromine oxide mixing ratios and their relation to surface chemistry. It mentions calcium carbonate precipitation and its effect on alkalinity, which is relevant to ocean acidification. The text explicitly refers to pH changes and acidification processes, aligning with PB2's core definition.",4.6845104694366455
3159c4d063f0,PB2,High,PB1,"PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the impacts of changes in Indian monsoon wind intensity on oxygen minimum zones (OMZs) in the Arabian Sea, including biogeochemical and ecological implications. It mentions productivity increases, OMZ expansion and deepening, denitrification intensification, and nitrogen depletion. The research measures and models these biophysical metrics directly related to oceanic processes.",6.0129382610321045
da697160487b,PB9,High,None,"PB1, PB4, PB5, PB6, PB7, PB8","The research abstract focuses on the analysis of tracer transport in the ECHAM5 general circulation model, investigating how geographical resolution affects the distribution of air pollutants and radiatively active compounds. The study measures meridional transport of surface tracers and stratospheric tracers under different resolutions and meteorological conditions. It also evaluates seasonal cycles and interannual variability influenced by tracer lifetimes and prescribed meteorological fields.",5.741425037384033
f89be8cffe97,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on the evaluation of measures for ozone loss in polar vortices, specifically comparing March and October mean column ozone with daily total ozone minima. The study discusses the limitations of these measures and recommends an alternative measure that correlates better with chemical ozone loss observed in the Arctic vortex. This analysis is directly related to stratospheric ozone depletion.",5.4775707721710205
cab713fe6b41,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the transition from a 'Green' approach to architecture towards a 'Human Centered' approach, focusing on factors affecting users’ well-being in living spaces. It compares building environmental certifications like LEED and BREEAM with WELL, which is designed to verify user health and well-being. The text does not provide any specific biophysical metrics or analyses related to the Planetary Boundaries framework.",5.581204652786255
9ba110d31936,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the measurement and analysis of aerosol layers, particulate matter, and Aerosol Optical Depth (AOD) resulting from the Calbuco volcanic eruption. The text mentions remote sensing techniques such as lidar and satellite observations to track the dispersion of volcanic ash over a large geographical area, including São Paulo. It specifically reports on the spatial and temporal distribution of aerosols using CALIPSO, MODIS, OMPS, and AERONET data.",6.518284320831299
c95e30752adf,PB3,High,PB1,"PB2, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the systematic review and meta-analysis of agricultural practices aimed at mitigating N2O emissions from soils. It mentions nitrous oxide as a potent greenhouse gas and key ozone-depleting substance, but the primary biophysical metric analyzed is N2O emissions from agricultural soils. The study does not explicitly measure or model climate change impacts beyond mentioning greenhouse gases in the context of mitigation practices.",6.201261520385742
9153f4dcf3d6,None,N/A,None,PB1,"The research focuses on the simulation and analysis of severe weather events using the Weather Research and Forecasting Model (WRF). The study evaluates different initial and boundary conditions derived from global models to assess their impact on the quality of simulations. The core biophysical metric analyzed is the accuracy of severe weather event simulations, which relates to climate change impacts but does not explicitly measure or model greenhouse gas emissions, warming, or ecological impacts.",4.521843194961548
7c0bf746ba69,PB8,High,None,"PB2, PB4, PB5, PB9","The abstract reports the analysis of sediment samples from Deception Bay for heavy metals, calculating enrichment factors and pollution indices. The study focuses on determining the presence and levels of pollutants such as lead, arsenic, zinc, among others, in marine sediments. This directly relates to the release of synthetic chemicals or modified organisms into the environment (novel entities).",5.00825047492981
670ceeb7641d,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study presents a statistical evaluation of the World Karst Aquifer Map (WOKAM), focusing on the global occurrence, geographic distribution, topographic settings, climatic zones, and populations living in karst regions. The research measures the percentage of ice-free continental surface characterized by karstifiable carbonate rock, its distribution across continents, topographies, climates, and coastal areas, as well as the population residing in these regions. However, it does not measure or model any biophysical metrics related to climate change, ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading.",7.628033399581909
fa215acb1461,PB8,High,None,"PB2, PB5","The study measures the distribution and geochemical behavior of heavy metals in Mar Chiquita Coastal Lagoon, focusing on dissolved and particulate phases. It also evaluates hydrochemical parameters such as salinity, temperature, turbidity, pH, and dissolved oxygen over two years at two different sites. The research identifies a large input of dissolved and particulate metals due to intensive agriculture within the drainage basin.",4.934347152709961
4b96859cedec,None,N/A,None,PB1,"The abstract mentions 'climate change' as a background context for social and economic analysis, but does not report any biophysical metrics or environmental data. It discusses the impacts of industrial civilization on global justice movements and protests without delving into specific physical measurements or models related to Planetary Boundaries.",3.5059378147125244
437469852fd9,None,N/A,None,None,"The abstract discusses the use of climate and Earth system models to reconstruct past climatic events, emphasizing the epistemological aspects of paleoclimatology. It does not provide any specific biophysical metrics or methodologies related to measuring or modeling environmental data that would directly trigger a Planetary Boundary (PB). The focus is on theoretical and conceptual discussions rather than empirical analysis.",3.894608736038208
e07e1529f98b,None,N/A,None,None,"The review article discusses the importance of studying deep roots in plants and their ecological significance. It does not provide any specific biophysical metrics or models related to Planetary Boundaries. The abstract mentions ecological processes but lacks explicit analysis or measurement of physical, chemical, biological, or ecological metrics that would trigger a Planetary Boundary.",3.5823872089385986
35031d18c0c9,None,N/A,None,None,The abstract discusses the effects of mesoscale eddies on prokaryotic assemblage structure and activity in the ocean. It mentions sampling cyclonic and anticyclonic eddies but does not provide specific biophysical metrics or models related to any Planetary Boundaries framework criteria.,3.4811666011810303
b9e1bf330baf,PB4,High,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","The research abstract focuses on the metabolic networks of anammox bacteria, specifically resolving their central carbon metabolism using isotope tracing and metabolomics. The study measures and models nitrogen cycle processes and carbon metabolism in wastewater treatment systems, which directly relates to biogeochemical flows involving nutrient cycles (N).",5.16307806968689
730088fdf1e2,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The research focuses on the dynamics of nutrient spiraling in streams, specifically examining net uptake (Unet) and gross uptake (Ugross) for NH4+ and soluble reactive phosphorus (SRP). The study measures release processes (R) and their balance with Ugross to understand short-term biogeochemical steady state. Nutrients such as N and P are central to the analysis, indicating a focus on nutrient cycles and ecosystem dynamics.",5.993192672729492
00050f80240e,PB4,High,PB9,"PB1, PB2, PB3, PB5, PB6, PB7, PB8","The abstract describes a modeling framework to estimate ammonia (NH3) emissions from inorganic nitrogen fertilizers applied to agricultural soils. It uses the USDA EPIC model and an air quality model to produce NH3 emission estimates, focusing on nutrient flows and their environmental impacts. The research explicitly mentions N, fertilizer application, soil processes, and eutrophication-related particulate nitrate concentrations.",6.081760883331299
6039788ff154,None,N/A,None,None,"The abstract discusses environmental mutagenesis during the end-Permian ecological crisis, focusing on palaeobotany and palynology. It does not provide any specific biophysical metrics or models related to Planetary Boundaries as defined in the given framework.",3.110729217529297
3c0c667b5363,PB2,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of methyltrimethyltridecylchromans (MTTCs) as a molecular proxy for riverine freshwater incursions into marine environments under anoxic and euxinic conditions. It focuses on the stratification caused by salinity changes, which affects organic matter preservation in sediments. The research measures and models the relative abundances of MTTCs and their co-variation with δ13C values and other biomarker parameters to infer freshwater incursions and environmental conditions during the Middle to Late Devonian period.",6.6396708488464355
cf94a74b8764,PB7,High,None,"PB1, PB2, PB4, PB5, PB6, PB8, PB9","The research measures the dynamics of abundance and activity of selected heterotrophic prokaryotic groups, including Archaea (Crenarchaea and Euryarchaea) and Bacteria (Bacteroidetes, Roseobacter clade, SAR86 cluster), in relation to a Phaeocystis globosa bloom in the North Sea. The study uses MICRO-CARD-FISH combined with microautoradiography to quantify these dynamics over different stages of the bloom and subsequent seasons. This research focuses on marine microbial ecology and biogeochemical cycles.",7.5913166999816895
f191a837275d,PB4,High,None,"PB1, PB2, PB5, PB6, PB7, PB8, PB9","The research measures the spatio-temporal distribution and controls on dissolved inorganic carbon (DIC) concentrations, which are directly related to biogeochemical processes. The study also assesses net community production (NCP), a key metric for understanding ecosystem productivity and carbon cycling. These metrics fall under PB4 (Biogeochemical Flows) due to the focus on nutrient cycles and their impact on marine ecosystems.",5.829637050628662
c882a9731d06,PB7,High,None,"PB1, PB4","The research abstract focuses on the trophic structure of ecosystems and how the nutritional quality of primary producers influences this structure. It discusses the impact of producer nutritional quality on carbon cycling, nutrient storage, and ecosystem functions. The study does not provide specific biophysical metrics but discusses ecological responses related to biodiversity and ecosystem integrity.",4.421365976333618
1a4300b95a49,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The research measures and models soil chemical composition, including the redistribution of elements like Fe, Mn, Al, and rare earth elements via vertical and lateral podzolization. It also analyzes the spatial distribution of cerium anomalies (Ce/Ce*) as a hydropedologic indicator related to subsurface water dynamics. The study focuses on biogeochemical processes in soils and their relationship to water table regimes and stream solute export, which aligns with PB4's core definition involving nitrogen and phosphorus cycles disrupted by human activity leading to eutrophication.",6.814900875091553
2ea3de6be731,PB4,High,None,PB7,"The research measures and models the stable isotopes of nitrogen (δ15N) and carbon (δ13C) in particulate organic matter (POM), specifically focusing on their variations due to nitrate utilization by phytoplankton. The study identifies that δ15N can be used as a proxy for spring fractional nitrate utilization, which is directly related to nutrient cycles involving nitrogen.",5.099819660186768
b1fb9424d9f7,None,N/A,None,None,"The abstract discusses the design and construction parameters of reinforced ice structures, focusing on their physical properties such as compressive, tensile, and bending strength. It mentions environmental and economic impacts but does not provide specific biophysical metrics or analyses related to any Planetary Boundaries framework criteria.",3.314976453781128
491cd02d01cd,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses groundwater vulnerability assessment using GIS modelling in the Annapolis-Cornwallis Valley, Nova Scotia. The research focuses on assessing the environmental risk to groundwater from human activities but does not measure or model any biophysical metrics related to Planetary Boundaries explicitly.",5.101572036743164
a8f8fca16a7f,PB7,High,None,None,"The abstract focuses on the assessment of biodiversity, global distribution, and ecological niches of suessiacean dinoflagellates using DNA metabarcoding. The research measures biodiversity and habitat distribution, which aligns with PB7's core definition concerning genetic, species, and ecosystem diversity.",3.8925390243530273
81a2071c7d3b,PB9,High,None,PB1,"The abstract discusses the challenges and advancements in atmospheric correction for satellite-based sensors to measure optical, biological, and biogeochemical properties of water. It mentions strongly-absorbing aerosols and reviews hardware developments including bio-optical sensors on Argo floats and polarimeters. The focus is on improving algorithms and models for atmospheric correction, particularly in turbid coastal waters and areas with absorbing aerosols.",4.709504127502441
7f70ba66f24a,PB1,High,None,"PB2, PB4, PB5, PB6, PB7, PB8, PB9","The research abstract focuses on the downscaling of global climate models (GCMs) to regional scales using the Weather Research and Forecasting (WRF) model. The study analyzes future precipitation patterns in South America, specifically central Chile, Peru, and southern Brazil under a high greenhouse gas emission scenario. It highlights the importance of resolution and convection parameterization for accurate projections of regional-scale precipitation changes.",5.661963939666748
ab931c264219,PB5,Low,None,"PB1, PB2, PB3, PB4, PB6, PB7, PB8, PB9","The abstract mentions 'freshwater consumption' and 'agricultural water scarcity', which are directly related to the Freshwater Use (PB5) boundary. The text does not provide any biophysical metrics or methods for measuring, modeling, or analyzing these terms beyond their context as a background concern for an impact assessment methodology. No other Planetary Boundaries are mentioned or implied.",5.51203465461731
e94f3a3a8624,None,N/A,None,None,"The abstract discusses the derivation of healthy and sustainable dietary guidelines for different age groups in the Netherlands, focusing on optimizing dietary patterns to meet nutritional requirements while minimizing environmental impact. The research excludes foods high in saturated fats, trans-fatty acids, salt, sugar, and low in dietary fibre. It aims to comply with recommendations for food groups and nutrients within 85% of energy requirement limits. However, it does not measure or model any biophysical metrics related to the Planetary Boundaries framework.",4.946689128875732
e9722863b198,PB7,High,PB4,"PB1, PB2, PB3, PB5, PB6, PB8, PB9","The abstract discusses the impacts of hydropower dam construction on fisheries and agriculture in the Lower Mekong Basin, focusing on biodiversity loss and economic consequences. It mentions reductions in fishery yields (276,847 t for Cambodia and 178,169 t for Vietnam), rice production (3.7% for Cambodia and 2.3% for Vietnam), maize production (21.0% for Cambodia and 10.0% for Vietnam), and GDP impacts (3.7% for Cambodia and 0.3% for Vietnam). The study highlights the trade-offs between hydropower benefits and environmental and socioeconomic damages, emphasizing biodiversity loss due to dam construction over climate change impacts.",8.766884088516235
