doc_id,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,inference_time_sec
c8b475531d7e,PB3,High,None,None,"Step1 metrics found: ['total ozone', 'zonal anomalies', 'tropopause temperature distribution']. Step2 candidates: [PB3]. Step3 exclusions: None. Step4 dominant focus: PB3.",3.5171756744384766
7d15d84ce20e,PB3,High,None,PB9,"Step1 metrics found: ['UV-B radiation', 'stratospheric ozone depletion', 'photosynthetic recovery', 'Photosystem II (PSII)', 'photon ﬂuence rate']. Step2 candidates: [PB3, PB9]. Step3 exclusions: [PB9]. Step4 dominant focus: [PB3].",4.547209739685059
fc1441e078b0,PB1,High,None,None,"Step1 metrics found: ['Carbon monoxide (CO)', 'methane (CH4)', 'atmospheric abundances', 'XCO and XCH4']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",4.074050188064575
50137c06d495,PB2,High,None,PB3,"Step1 metrics found: ['ozone depletion events (ODEs)', 'bromine oxide (BrO) mixing ratios', 'alkalinity', 'ikaite (CaCO3·6H2O)', 'calcite (CaCO3)', 'pH', 'Cl/Br ratio']. Step2 candidates: [PB2, PB3]. Step3 exclusions: [PB3]. Step4 dominant focus: [PB2].",5.281538009643555
3159c4d063f0,PB1,High,None,PB9,"Step1 metrics found: ['oxygen supply', 'oxygen minimum zones (OMZs)', 'Indian monsoon wind intensity', 'Arabian Sea productivity', 'nitrogen-based nutrient–phytoplankton–zooplankton–detritus (NPZD) ecosystem model', 'O2 cycle', 'ventilation', 'denitrification']. Step2 candidates: [PB1, PB9]. Step3 exclusions: [PB9]. Step4 dominant focus: [PB1].",5.830235719680786
da697160487b,PB9,High,None,None,"Step1 metrics found: ['tracer transport', 'geographical resolution', 'general circulation model', 'meridional transport', 'tracer lifetime', 'prescribed meteorological fields', 'sea surface temperature', 'sea ice fields', 'seasonal cycle', 'inter-hemispheric transport times']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.953759670257568
f89be8cffe97,PB3,High,None,None,"Step1 metrics found: ['total column ozone', 'March and October mean column ozone poleward of geometric latitude 63°', 'spring minimum of daily total ozone minima poleward of a given latitude', 'chemical ozone loss in the vortex']. Step2 candidates: [PB3]. Step3 exclusions: None. Step4 dominant focus: PB3.",4.513222694396973
cab713fe6b41,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3067128658294678
9ba110d31936,PB9,High,None,None,"Step1 metrics found: ['aerosol injection', 'volcanic aerosol layers', 'total attenuated backscatter profile', 'Aerosol Optical Depth (AOD)', 'aerosol extinction profiles']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.373241424560547
c95e30752adf,PB1,High,PB3,None,"Step1 metrics found: Nitrous oxide (N2O) emissions, greenhouse gas. Step2 candidates: PB1 (Climate Change), PB3 (Stratospheric Ozone Depletion). Step3 exclusions: None. Step4 dominant focus: PB1.",4.226478815078735
9153f4dcf3d6,PB1,High,None,None,"Step1 metrics found: ['Weather Research and Forecasting Model (WRF)', 'initial and boundary conditions', 'global models', 'Global Forecast System (GFS)', 'Integrated Forecast System (IFS)', 'Global Data Assimilation System (GDAS)', 'ERA5', 'surface data', 'radar data']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",4.974859237670898
7c0bf746ba69,PB8,High,None,None,"Step1 metrics found: ['heavy metals', 'enrichment factors', 'modified contamination indices', 'Nemerow pollution indices']. Step2 candidates: [PB8]. Step3 exclusions: None. Step4 dominant focus: PB8.",3.5868117809295654
670ceeb7641d,PB6,High,PB7,None,"Step1 metrics found: ['global ice-free continental surface', 'percentage of global ice-free continental surface characterized by karstifiable carbonate rock', 'surface exposures of carbonate rocks in plains, hills and mountains', 'marine coastlines characterized by carbonate rocks', 'carbonate rocks occurrence in different climatic zones', 'number of people living on karst']. Step2 candidates: [PB6 (Land-System Change), PB7 (Biosphere Integrity)]. Step3 exclusions: [None]. Step4 dominant focus: PB6.",6.217113494873047
fa215acb1461,PB8,High,None,None,"Step1 metrics found: ['hydrochemical parameters (salinity, temperature, turbidity, pH and dissolved oxygen)', 'concentration of total particulate and dissolved metals (Cd, Cu, Ni, Zn, Fe, Pb, Cr and Mn)']. Step2 candidates: [PB8]. Step3 exclusions: []. Step4 dominant focus: PB8.",4.4829723834991455
4b96859cedec,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3195126056671143
437469852fd9,PB1,High,None,None,"Step1 metrics found: ['Climate and Earth system models', 'paleoclimatology']. Step2 candidates: [PB1]. Step3 exclusions: []. Step4 dominant focus: PB1.",3.317650556564331
e07e1529f98b,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.356797695159912
35031d18c0c9,PB7,High,None,None,"Step1 metrics found: ['prokaryotic assemblage structure', 'prokaryotic activity']. Step2 candidates: [PB7]. Step3 exclusions: None. Step4 dominant focus: PB7.",3.438145160675049
b9e1bf330baf,PB4,High,None,None,"Step1 metrics found: ['anammox bacteria', 'biogeochemical nitrogen cycle', 'wastewater', 'central carbon metabolism', 'metabolomics', 'isotopically nonstationary metabolic flux analysis']. Step2 candidates: [PB4]. Step3 exclusions: None. Step4 dominant focus: PB4.",4.322397947311401
730088fdf1e2,PB4,High,None,None,"Step1 metrics found: ['nutrient spiraling', 'gross uptake (Ugross)', 'net uptake (Unet)', 'release (R)', 'NH4+', 'soluble reactive P (SRP)']. Step2 candidates: [PB4]. Step3 exclusions: None. Step4 dominant focus: PB4.",4.360363960266113
00050f80240e,PB4,High,None,PB9,"Step1 metrics found: ['nitrogen (N)', 'ammonia (NH3) emissions', 'inorganic nitrogen fertilizers', 'plant demand-driven fertilizer applications', 'soil processes', 'local meteorology', 'ambient air concentrations']. Step2 candidates: [PB4, PB9]. Step3 exclusions: [PB9]. Step4 dominant focus: [PB4].",4.8639421463012695
6039788ff154,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.2783026695251465
3c0c667b5363,PB2,High,None,PB5,"Step1 metrics found: ['salinity-related stratification', 'anoxia', 'euxinia', 'molecular proxy using relative abundances of methyltrimethyltridecylchromans (MTTCs)', 'riverine freshwater incursions', 'photic zone euxinia', 'water column stratification', 'δ13C values', 'biomarker parameters']. Step2 candidates: [PB2, PB5]. Step3 exclusions: [PB5]. Step4 dominant focus: [PB2].",5.7858216762542725
cf94a74b8764,PB7,High,None,None,"Step1 metrics found: ['abundance', 'activity', 'prokaryotic groups', 'Crenarchea', 'Euryarchaea', 'Bacteroidetes', 'Roseobacter clade', 'SAR86 cluster']. Step2 candidates: [PB7]. Step3 exclusions: None. Step4 dominant focus: PB7.",4.988577604293823
f191a837275d,PB4,High,None,PB7,"Step1 metrics found: ['net community production (NCP)', 'dissolved inorganic carbon (DIC) concentrations', 'salinity', 'primary production']. Step2 candidates: [PB4, PB7]. Step3 exclusions: [PB7]. Step4 dominant focus: PB4.",4.193116188049316
c882a9731d06,PB7,High,None,None,"Step1 metrics found: ['trophic structure', 'biomass', 'nutritional quality', 'ecosystem values', 'carbon and nutrients']. Step2 candidates: [PB7]. Step3 exclusions: None. Step4 dominant focus: PB7.",3.842393159866333
1a4300b95a49,PB4,High,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","Step1 metrics found: ['stream water chemistry', 'soil proﬁles', 'horizon', 'hydropedologic unit (HPU)', 'citrate-dithionite (d) extraction', 'acid ammonium oxalate (o) extraction', 'Fed and Mnd analysis', 'Alo, Feo and rare earth elements Lao, Ceo, Pro analysis', 'total organic C measurement', 'vertical and lateral podzolization', 'cerium-anomalies (Ce/Ce*)']. Step2 candidates: [PB4]. Step3 exclusions: None. Step4 dominant focus: PB4.",7.753175973892212
2ea3de6be731,PB4,High,None,None,"Step1 metrics found: ['δ15N', 'δ13C', 'Particulate organic nitrogen (PON)', 'Particulate organic carbon (POC)']. Step2 candidates: [PB4]. Step3 exclusions: None. Step4 dominant focus: PB4.",4.209262371063232
b1fb9424d9f7,PB6,Low,None,None,"Step1 metrics found: ['compressive strength', 'tensile strength', 'bending strength', 'creep rate', 'ductility', 'brittle behaviour']. Step2 candidates: [PB6]. Step3 exclusions: [None]. Step4 dominant focus: PB6.",3.8715980052948
491cd02d01cd,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.810340404510498
a8f8fca16a7f,PB7,High,None,None,"Step1 metrics found: ['biodiversity', 'global distribution', 'ecological niches']. Step2 candidates: [PB7]. Step3 exclusions: None. Step4 dominant focus: PB7.",3.2972002029418945
81a2071c7d3b,PB9,High,None,None,"Step1 metrics found: ['atmospheric correction', 'turbid coastal and inland waters', 'strongly-absorbing aerosols', 'hyperspectral data', 'aerosol models']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.061429262161255
7f70ba66f24a,PB1,High,None,None,"Step1 metrics found: ['Global climate models (GCM)', 'Weather Research and Forecasting (WRF) model', 'precipitation observations', 'reanalyses', 'annual precipitation', 'dry days', 'greenhouse gas emission scenario', 'orography resolution', 'convection parameterization', 'dry static energy flux divergence', 'vertical velocity', 'boundary layer height']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",5.467629432678223
ab931c264219,PB5,High,None,None,"Step1 metrics found: ['freshwater consumption', 'agricultural water scarcity']. Step2 candidates: [PB5]. Step3 exclusions: None. Step4 dominant focus: PB5.",3.1440269947052
e94f3a3a8624,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3655505180358887
e9722863b198,PB7,High,PB4,None,"Step1 metrics found: ['biodiversity', 'fisheries', 'agriculture', 'sediment or nutrients']. Step2 candidates: [PB7, PB4]. Step3 exclusions: None. Step4 dominant focus: PB7.",4.205844402313232
2cca03b7a82b,PB1,High,None,None,"Step1 metrics found: ['global warming', 'water availability', 'precipitation and temperature', 'greenhouse gas emission scenarios (RCP2.6, RCP4.5, RCP8.5)', 'Global climate models (GCMs)']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",4.6586995124816895
61c5ef71efb6,PB8,High,None,None,"Step1 metrics found: ['plastic pollutants', 'marine environment']. Step2 candidates: [PB8]. Step3 exclusions: None. Step4 dominant focus: PB8.",3.1102898120880127
9275249d37b1,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3051021099090576
c36b323b0cc5,PB1,High,None,None,"Step1 metrics found: ['global atmospheric circulation', 'oceanic heat transport', 'atmospheric mean meridional circulation', 'global thermodynamic properties', 'near-surface temperature', 'equator-to-pole gradient', 'Hadley and Ferrel cells', 'zonal mean diabatic heating', 'friction', 'climate machine efficiency', 'Lorenz energy cycle', 'material entropy production']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",5.749280691146851
3e713b4c8d88,PB5,High,PB1,PB4,"Step1 metrics found: ['water footprint', 'grey water footprint', 'leaching', 'yield maps data', 'soil texture', 'crop operations field', 'application rates', 'environmental factors', 'yields']. Step2 candidates: [PB5, PB4]. Step3 exclusions: [PB4]. Step4 dominant focus: [PB5].",5.143779277801514
efb1b08a09c7,PB1,High,None,None,"Step1 metrics found: ['wind stress', 'turbulent heat flux', 'evaporation', 'SST', 'surface meteorological state variables']. Step2 candidates: [PB1]. Step3 exclusions: []. Step4 dominant focus: PB1.",3.7262301445007324
b2e0093480c9,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.306894063949585
e54a64612267,PB1,High,None,None,"Step1 metrics found: ['rainfall intermittency', 'high-resolution data', 'tipping-bucket gauges', 'spectral and scale invariance analysis', 'clustering and intermittency exponents', 'scaling regimes', 'spatial variability', 'synoptic circulation patterns']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",4.817613363265991
a4fb643800d7,None,N/A,None,None,"Step1 metrics found: ['activity concentrations', '222Rn', '220Rn', '35Kr', '85Kr', '14C', '37Ar', '7Be', '212Pb', '210Pb']. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.",4.28055214881897
6f65d7f2f5f8,PB6,High,None,PB5,"Step1 metrics found: ['land cover changes', 'surface runoff', 'peak flows', 'flooding', 'Remote Sensing (RS)', 'Geographic Information System (GIS)', 'hydrologic and hydraulic models', 'HEC-HMS', 'HEC-RAS']. Step2 candidates: [PB6, PB5]. Step3 exclusions: [PB5]. Step4 dominant focus: [PB6].",5.077059984207153
662818aff829,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.4251976013183594
d418cdcbdedd,PB5,High,None,None,"Step1 metrics found: ['evapotranspiration', 'surface energy balance models', 'turbulent surface energy fluxes', 'sensible heat flux']. Step2 candidates: [PB5]. Step3 exclusions: None. Step4 dominant focus: PB5.",3.8487932682037354
70f693b8a76e,PB1,High,None,PB9,"Step1 metrics found: ['water ice', 'exospheric species', 'condensed form', 'permanently shadowed regions', 'cold traps', 'OH or H2O', 'solar wind protons', 'regolith', 'hydroxyl population', 'gravitationally-bound water exosphere']. Step2 candidates: [PB1, PB9]. Step3 exclusions: [PB9]. Step4 dominant focus: [PB1].",5.3424601554870605
d002a922aec5,PB6,High,None,PB4,"Step1 metrics found: ['land cover', 'shoreline hardening', 'urban and agricultural land use', 'wetlands', 'submerged aquatic vegetation', 'total nitrogen']. Step2 candidates: [PB6, PB4]. Step3 exclusions: [PB4 due to lack of explicit nutrient loading or cycle disruption]. Step4 dominant focus: [PB6].",4.8746562004089355
fd5e38820a05,PB7,High,PB6,None,"Step1 metrics found: ['forest fragmentation', 'land cover maps', 'Fragstats fragmentation software', 'species traits', 'landscape characteristics']. Step2 candidates: [PB6, PB7]. Step3 exclusions: []. Step4 dominant focus: PB7.",4.338405132293701
3bbd6f08b6ac,PB1,High,PB6,None,"Step1 metrics found: ['global warming', 'land use change', 'urbanization']. Step2 candidates: [PB1, PB6]. Step3 exclusions: None. Step4 dominant focus: PB1.",3.893433094024658
697b132b1c14,PB8,High,None,None,"Step1 metrics found: ['recyclability', 'liquid water durability', 'water vapour adsorption', 'unconfined compressive strength tests', 'stiffness', 'strength', 'strain energy', 'immersion and drip tests', 'Dynamic Vapour Sorption (DVS) system']. Step2 candidates: [PB8]. Step3 exclusions: None. Step4 dominant focus: PB8.",4.935486555099487
bbf5ed8cca66,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.44012451171875
8e0c39744cf1,None,N/A,None,None,Step1 metrics found: []. Step2 candidates: []. Step3 exclusions: []. Step4 dominant focus: [].,2.1573846340179443
362e76793312,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.30731463432312
888d4516378f,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3088459968566895
f21bc832abc6,PB7,High,None,None,"Step1 metrics found: ['mammal species', 'human presence', 'human footprint', 'occurrence and activity levels']. Step2 candidates: [PB7]. Step3 exclusions: None. Step4 dominant focus: PB7.",3.6296308040618896
bc0e0fcc32f5,PB1,High,None,None,"Step1 metrics found: ['energy balance components', 'sensible heat flux', 'latent heat flux', 'surface characteristics', 'seasonal variations']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",3.8600921630859375
9e1320ce502d,PB1,High,None,None,"Step1 metrics found: ['mesoscale models', 'hurricanes', 'storm track', 'intensity forecasts', 'absolute errors for storm track and intensity']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",3.857335090637207
9c540c6b7af5,PB1,High,None,None,"Step1 metrics found: ['temperature', 'thermal diffusivity', 'regolith', 'convection']. Step2 candidates: [PB1]. Step3 exclusions: []. Step4 dominant focus: PB1.",3.367672920227051
3e5fff353a4c,PB1,High,None,None,"Step1 metrics found: 'Climatic conditions', 'emergence', 'flight', 'long-distance dispersal'. Step2 candidates: PB1 (Climate Change). Step3 exclusions: None. Step4 dominant focus: PB1.",3.5593695640563965
0f84341d7e44,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.298203706741333
8a3d4a75e493,None,N/A,None,None,Step1 metrics found: []. Step2 candidates: []. Step3 exclusions: []. Step4 dominant focus: [].,2.370015859603882
691e52606885,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3040716648101807
915bef103e53,PB1,High,None,None,"Step1 metrics found: ['global climatic models', 'ecological niches', 'hydro-thermal niches', 'functional states of ecosystems']. Step2 candidates: [PB1]. Step3 exclusions: None. Step4 dominant focus: PB1.",3.7712178230285645
b04f1061de65,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.2855913639068604
1abd6b3d8d8b,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.304391622543335
